ID,Name,Incident Type,Status,Severity,Summary,Incident Manager,Reporter,Comms Lead,IM SLT,Tech Lead,Impacted Platform,Impacted Client(s),Resolution (Fix) ,Impact ,Fault Responsibility,Zoom Meeting Link,VoucherEngine Component,Root Cause Analysis Summary,Repeat Incident,Monitoring,Detection & Triage,Investigation & Resolution,Client Communication,Affected services,Environment Type,Post-Mortem Document,Created At,Reported at,Accepted at,Declined at,Merged at,Canceled at,Resolved at,Impact started at,Identified at,Fixed at,Documented at,Reviewed at,Closed at,Incident duration,Updated At,Creator Alert ID,Visibility,Workload Total (minutes),Workload In Working Hours (minutes),Workload In Late Hours (minutes),Workload In Sleeping Hours (minutes),Channel name,Channel link,Source,Opted out of post-incident flow
231,Intermittent Transaction Processing Outage,Service Incident,Closed,P4,"On 19 August 2025 at 04:00 UTC, the support team was alerted to intermittent transaction processing failures due to repeated FAST Active Response timeouts from the client system. Initial investigation showed that these timeouts caused CPU spikes on the PayRoute Paycore database nodes, which in turn led to wider, intermittent transaction failures.

The client cornfirmed that their corebanking system was facing an issue on high throughput on their corebanking system, leading to the FAST Active Response failures. The resulting timeouts induced CPU spikes on Paycore, leading to broader intermittent transaction failures. 

Transaction processing began stabilising around 21:08 UTC, and the client confirmed the issue on their end was fully resolved by 23:00 UTC. Transaction processing remained stable thereafter and under active monitoring. 

A thorough investigation is underway by the database team to identify potential improvements to handle such failures while awaiting additional details on the issue and the fix done on the client's system. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,D360,Fix on client's corebanking system,Fast Active Response Timeouts,Third-Party - Client,,,,,,,,,,,,2025-08-19T09:31:03.914Z,2025-08-19T09:31:03.914Z,,,,,2025-08-20T08:13:35.147Z,2025-08-19T02:00:00.000Z,2025-08-19T09:57:08.389Z,,2025-08-20T08:19:44.989Z,,2025-08-20T08:19:44.989Z,3303,2025-08-20T08:21:28.190Z,,public,531.3,454.6,66.8,10,19aug-p4-231-intermittent-transaction-processing-outage,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BCSJHATB,Reported by Snothile Dlamini,true
232,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P2,"On 08 July 2025 at 00:00 UTC, the Advanced Support team was engaged following a configuration issue involving a manual database update. Initial investigation showed that a script intended to update Mastercard campaign settings was erroneously applied to a Visa campaign (1851), impacting GoTyme’s Visa OCT/AFT settings. The configuration was reversed on 05 August 2025 at 23:59 UTC, and transaction processing normalized thereafter with no further client complaints. The issue was resolved by identifying and correcting the misapplied configuration in the database. Internal teams including Advanced Support, Account Management, and Monitoring have been involved in a detailed investigation. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,,,,VoucherEngine,GoTyme,Rollback changes,,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8928788510/2025-08-21+-+P2+-+Partial+Outage+of+Transaction+Processing,2025-08-21T08:11:37.620Z,2025-08-21T08:11:37.620Z,,,,,,,,,,,,,2025-08-21T08:16:05.414Z,,public,176.5,165.2,11.3,0,21aug-p2-232-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BCNDQ8PL,Reported by Vicnesh Baskar,false
233,Challenges with 3D Secure (3DS) Post AWS Migration,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"**Issue:** Following its migration to AWS cloud, the Acorn application is experiencing an ongoing issue with 3D Secure (3DS) authentication.

**Impact:** Customers may encounter difficulties completing purchases that require 3DS verification.

**Causes:** The issue was caused by an incorrect configuration in our environment after the AWS migration, specifically directing transactions that require 3DS to a server not set up correctly for OTP generation.

**Steps to resolve:** The incorrect configuration has been corrected, restoring full 3DS functionality.",Jason Fairweather,Jason Fairweather,,,,Acorn / FlexPay,,,,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_YmUwNDA3OTAtOWJkYi00MzFkLThmM2Y[…]2c%22Oid%22%3a%22786507a8-a6b2-4d6a-a962-87e448d69fce%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8957887130/2025-08-21+-+P3+-+Critical+-+Challenges+with+3D+Secure+3DS+Post+AWS+Migration,2025-08-21T09:20:17.666Z,2025-08-21T09:20:17.666Z,,,,,2025-08-21T10:25:27.813Z,2025-08-21T04:30:00.000Z,2025-08-21T09:56:02.296Z,,,,,3910,2025-09-01T20:19:38.387Z,,public,141.9,136.7,5.2,0,21aug-p3-critical-233-challengeswith-3d-secure-3ds-post-aws-migration,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BSAR0E57,Reported by Jason Fairweather,false
234,Transaction Processing Outage,Service Incident,Post-Incident Tasks & Documentation,P2,"On 21 August 2025 at 09:06 UTC, Mastercard informed Paymentology of problems with processing transactions for BIN 557377 (C24). Mastercard was seeing unusually high stand-in activity and timeouts, while our internal monitoring systems showed transactions were flowing normally through the expected MIPs (2BU and 2BV).

C24 raised a P1 incident due to a surge in POS declines. Mastercard pointed out that the affected MIP appeared to be 4IR, which is not used in our setup for C24. The declines had reason code 0030, and these issues were only visible from Mastercard’s side.

During the investigation, Paymentology conducted thorough checks, including looking at instance-level processing and reviewing PayRoute logs. Everything appeared normal from our end. However, Mastercard discovered that socket connections were closing on MIPs 00B and 4IR. Our service delivery team confirmed that all C24 traffic should be routed exclusively to the datacenter MIPs (2BU and 2BV).

Investigation revealed that Mastercard had started routing traffic simultaneously to both our datacenter MIPs and the cloud MIPs (4IR and 00B) without prior confirmation or approval from the PTY (CCM) team. This unexpected routing caused the stand-in activity and the “Network Not Dispatched” errors Mastercard observed.

To address the situation, PTY restarted the applications on 2BU and 2BV as a precaution and kept an open communication bridge with Mastercard. Mastercard then set up their own internal conference call and began rolling back the routing changes at 12:27 UTC, prioritizing traffic through our MIPs. The rollback lasted about an hour. During this time, starting from 13:12 UTC, we received around 3,7k advisements.

After the rollback was completed, normal transaction processing resumed on the 2BU and 2BV MIPs. By 13:21 UTC, we confirmed stability on our side, with Mastercard traffic flowing through our Payment Route instances as expected. We are still waiting for Mastercard to confirm that no traffic is being sent to the cloud MIPs, since those are not configured on our end and thus do not appear in our system logs. C24 was informed that their transactions are now processing normally following the rollback.",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,C24,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8950874224/2025-08-21+-+P2+-+Transaction+Processing+Outage,2025-08-21T09:34:14.562Z,2025-08-21T09:34:14.562Z,,,,,2025-08-21T13:35:14.634Z,2025-08-21T09:32:00.000Z,2025-08-21T13:35:14.634Z,,,,,14460,2026-02-02T16:47:36.232Z,,public,1213.6,1144.8,48.8,20,21aug-p2-234-transaction-processing-outage,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BD4KCV18,Reported by Snothile Dlamini,false
235,Partial Outage of Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P2,"**Issue:** High latency on CRIMSON intermittently impacts transaction processing, including API response times.

**Impact:** Unknown

**Causes:** The issue was caused by long-running queries on the primary database (TT-AWS-P-SQL-09), exacerbated by a new query test for DE105 in chargeback query.

**Steps to resolve:** Engineering teams engaged and terminated long-running sessions to stabilize services. No new errors have been reported, and transaction processing has returned to normal.",Vicnesh Baskar,Vicnesh Baskar,Maureen Figueroa,,Ardiansyah Ar,VoucherEngine,,Killed long running session,Intermittern transaction processing failures,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_ZjI3ZWQyMDQtN2VlZS00Mzc5LWI3YmYtNzIzMTIyODdmNWU0%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%225bc8ffce-74fa-4e51-af76-275e9877517e%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8940027948/2025-08-26+-+P2+-+Partial+Outage+of+Transaction+Processing,2025-08-26T02:49:52.168Z,2025-08-26T02:49:52.168Z,,,,,2025-08-26T03:08:06.908Z,,2025-08-26T03:08:06.908Z,,2025-08-26T03:08:35.126Z,,2025-08-26T03:08:35.126Z,1094,2025-08-26T08:49:46.825Z,,public,411.1,361.1,20,30,26aug-p2-235-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BVMREYPM,Reported by Vicnesh Baskar,false
236,Full Outage of JONET Transaction Processing,Service Incident,Closed,P4,"**Issue:** JONET transactions ceased processing since 00:13 UTC, with connectivity including network and sign-on operational but transaction flow not restarting.

**Impact:** Bank of Jordan has been unable to process transactions via JONET since 00:13 UTC.

**Causes:** The issue was on the client's side.

**Steps to resolve:** Sequential restarts of Jonet PayRoute and PPWR were completed, and Bank of Jordan confirmed they have restarted their service, resuming Cortex transactions since 27-Aug-2025 04:46 UTC",Vicnesh Baskar,Vicnesh Baskar,Rahadian Pratama,,Huy Pham,Banking.Live,Bank of Jordan,,No transactions via Jonet since 00:13 UTC,Client,,,,,,,,,,,,2025-08-27T02:53:26.310Z,2025-08-27T02:53:26.310Z,,,,,2025-08-27T05:26:42.964Z,,2025-08-27T05:26:42.964Z,,,,2025-08-27T05:26:42.964Z,9196,2025-08-27T05:26:43.186Z,,public,306,306,0,0,27aug-p4-236-full-outage-of-jonet-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09BU49LFGX,Reported by Vicnesh Baskar,false
237,Partial Transaction Timeouts – Mastercard Delayed Requests,Service Incident,Monitoring,P3 - Critical,"On August 28, 2025, between 13:16 and 13:19 UTC, some clients experienced transaction delays because Mastercard’s requests to Paymentology’s PayRoute were slower than usual. This affected several clients including BOJ, ADQ, ISB, Mettle, UW, and BB2, with failure rates varying. Paymentology’s systems showed no issues, and firewalls indicated everything was stable, which suggests the delay came from Mastercard’s side. The issue was resolved without manual intervention from our support teams. Mastercard has been engaged for an investigation ",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,"Bank of Jordan, Islandsbanki, Wio, Mettle, Utility Warehouse, Nomo Bank",,,Inconclusive,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8957362784/-+P3+-+Critical+-+Partial+Transaction+Timeouts+Mastercard+Delayed+Requests,2025-08-28T15:09:25.361Z,,,,,,2025-08-28T11:19:00.000Z,2025-08-28T11:17:00.000Z,,,,,,,2026-02-02T16:51:38.243Z,,public,196.5,139.8,6.7,50,28aug-p3-critical-237-partial-transaction-timeouts-mastercard-delayed-reque,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09CWMGV23B,Reported by Snothile Dlamini,false
238,Full Outage of Transaction Processing ,Service Incident,Post-Incident Tasks & Documentation,P1,Transactions are currently processing as expected. The outage was triggered by a physical server failure in the UKS Azure region affecting the UKS firewall.,Kaisar Mahmood,Kaisar Mahmood,,,,Banking.Live,"Utility Warehouse, Rain, Snappi, Bank Al Etihad, Constantinople, Nomo Bank, ONMO, MOX, Xendit, Mettle, Wio, Bank of Jordan","Remedial actions included PayPower restarts for Visa clients, no restarts required for MasterCard clients as their issues auto-resolved.",Partial Outage of Transaction and API  processing ,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8958181398/2025-09-01+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-09-01T06:08:43.173Z,2025-09-01T06:08:43.173Z,,,,,2025-09-01T10:55:23.235Z,2025-08-31T13:14:00.000Z,2025-09-01T10:55:23.235Z,,,,,17200,2026-02-02T16:54:10.164Z,,public,2120.7,1930.5,77,113.2,01sep-p1-238-full-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09CGSM5TUP,Reported by Kaisar Mahmood,false
239,Partial Transaction Processing Outage,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"On August 31, between about 06:18 and 06:20 UTC, several urgent alerts flagged issues across the PayRoute Mastercard 4IR service nodes affecting multiple clients including MOX, WIO, BOJ, and OM Bank. Upon investigation, it was found that PayRoute 4IR had temporarily lost connection with Mastercard, causing interruptions in processing transactions and in transaction echo messages.

This disconnection led to transaction processing delays and the problem was resolved once PayRoute re-established connection with Mastercard, and all related alerts stopped with no manual intervention from Paymentology.

A case has been opened with Mastercard (06658656) to look into why the disconnection happened. Internally, it was noted that the 180-second timeout setting for socket reading played a role in how the issue unfolded. Investigation into the root cause is ongoing.",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,"Wio, Bank of Jordan, Old Mutual Bank / Olympus, MOX",Reconnection to Mastercard restored normal PayRoute 4IR processing. Alerts cleared automatically once connections were re-established.,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8957395534/-+P3+-+Critical+-+Partial+Transaction+Processing+Outage,2025-09-01T19:54:37.327Z,,,,,,,2025-08-31T07:18:00.000Z,2025-08-31T07:18:00.000Z,2025-08-31T07:36:00.000Z,,,,,2026-02-02T16:54:49.142Z,,public,134.5,91.4,33.1,10,01sep-p3-critical-239-partial-transaction-processing-outage,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09CY9MG63F,Reported by Snothile Dlamini,false
240,Partial Outage of API Processing,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,API calls are been processing correctly.,Daniel Velado,Daniel Velado,,,,Banking.Live,,,,Paymentology,https://teams.microsoft.com/meet/3199341100687?p=wJzkdDX2wO6b5rDwX5,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8960442375/2025-09-02+-+P3+-+Critical+-+Partial+Outage+of+API+Processing,2025-09-02T02:05:01.381Z,2025-09-02T02:05:01.381Z,,,,,2025-09-02T03:21:34.247Z,,2025-09-02T03:21:34.247Z,,,,,4592,2026-02-02T16:55:47.963Z,,public,349.1,228.3,100.8,20,02sep-p3-critical-240-partial-outage-of-api-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09D0MRNLSW,Reported by Daniel Velado,false
241,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P4,"**Issue**: Bank Al Etihad experienced a 6-minute period where transaction processing failed.

**Impact**: Bank Al Etihad transactions on the Banking.Live platform could not be processed for 6 minutes, from 16:25 to 16:31 UTC.

**Causes**: Transaction failures were due to slow responses from the client's systems.

**Steps to resolve**: Transactions resumed processing normally after 16:31 UTC. The client has been notified.",Daniel Velado,Daniel Velado,,,,Banking.Live,Bank Al Etihad,,Bank Al Etihad,Client,,,,,,,,,,,,2025-09-03T17:06:00.481Z,2025-09-03T17:06:00.481Z,,,,,2025-09-03T17:07:36.029Z,,2025-09-03T17:07:36.029Z,,,,,95,2026-02-02T16:56:10.767Z,,public,107.6,97.6,10,0,03sep-p4-241-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09E5MPRCSC,Reported by Daniel Velado,false
242,TEST INCIDENT - PLEASE IGNORE,Service Incident,Closed,P4,"**Issue:** TEST INCIDENT - PLEASE IGNORE.

**Impact:** This was a test

**Causes: This was a test**

**Steps to resolve: This was a test**",Stephen Fleming,Stephen Fleming,,,,Banking.Live,C24,,,,,,,,,,,,,,,2025-09-04T11:41:02.970Z,2025-09-04T11:41:02.970Z,,,,,2025-09-04T12:01:08.227Z,2025-09-04T11:40:00.000Z,2025-09-04T12:01:08.227Z,,,,2025-09-04T12:01:08.227Z,1205,2025-09-04T12:01:08.374Z,,public,30,30,0,0,04sep-p4-242-test-incident-please-ignore,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09D39S8K5M,Reported by Stephen Fleming,false
243,TEST INCIDENT - PLEASE IGNORE,Service Incident,Closed,P4,PLEASE IGNORE,Stephen Fleming,Stephen Fleming,,,,Banking.Live,,,,,,,,,,,,,,,,2025-09-04T15:09:33.172Z,2025-09-04T15:09:33.172Z,,,,,2025-09-04T15:53:37.269Z,,2025-09-04T15:53:37.269Z,,,,2025-09-04T15:53:37.269Z,2644,2025-09-04T15:53:37.449Z,,public,40.4,40.4,0,0,04sep-p4-243-test-incident-please-ignore,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09EC9TK000,Reported by Stephen Fleming,false
244,Duplicate Mastercard settlement file processed,Service Incident,Post-Incident Tasks & Documentation,P3 - Critical,"**Issue:** A Mastercard settlement file was incorrectly reprocessed, resulting in duplicate settlements for some transactions.

**Impact:** Duplicate settlement records were created for two clients, Agoda and Phillip Bank, affecting transactions including Authorization Number 6492 from December 2024.

**Causes:** The incident was caused by the Mastercard settlement file being processed twice on the VoucherEngine platform due to having two different filenames.

**Steps to resolve:** We have reversed the duplicated settlements for both Phillip Bank and Agoda, completing all necessary reversals.",Snothile Dlamini,Snothile Dlamini,,,,VoucherEngine,"Agoda, Phillip Bank",,Duplicate Settlement Processing,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8970731616/2025-09-05+-+P3+-+Critical+-+Duplicate+Mastercard+settlement+file+processed,2025-09-05T10:50:06.636Z,2025-09-05T10:50:06.636Z,,,,,2025-09-08T07:02:48.068Z,2025-09-04T10:47:00.000Z,2025-09-05T16:26:11.546Z,2025-09-08T07:02:48.068Z,,,,245561,2026-02-02T16:56:37.358Z,,public,353.5,353.5,0,0,05sep-p3-critical-244-duplicate-mastercard-settlement-file-processed,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09EHP36U3S,Reported by Snothile Dlamini,false
246,Full Outage of MADA transactions,Service Incident,Post-Incident Tasks & Documentation,P1,"On 07 Sep 2025 at 22:35 UTC, the support team was alerted about a full outage of MADA transactions, where all transactions were being declined with response code 916 (Invalid MAC). Initial investigation suspected an issue with the MADA MAC key, and the client was requested to coordinate with MADA to reinitiate the MAC and PIN key exchange.

It was later confirmed that the root cause was the expiry of the previously active MAC key. The system was configured to expect the key to remain valid for one year; it expired on 07 Sep 2025 without any new key being proactively issued by MADA. A new key was requested and received,  but it was then inserted into the system with a new index value, which caused the MAC validation to continue to fail with `macKey is null` errors.

Despite multiple restarts of the PayRoute and PKS systems, the issue persisted until manual intervention was performed. The database team manually updated the key index in the PKS production database, after which MADA transaction processing was successfully restored.

The outage only affected MADA transactions; VISA and Mastercard transactions were unaffected. MADA transaction processing was restored at 03:44 UTC on 08 Sep. The team has since enabled heightened monitoring and is working on permanent fixes to both the key indexing logic and key expiry handling. Further updates on the root cause and preventive actions will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,Rahadian Pratama,,Dominic Wee,Banking.Live,"D360, Tweeq",Manual update of key index in the PKS production database,Transactions are being declined with response code 916 (Invalid MAC),Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8973680643/2025-09-08+-+P1+-+Full+Outage+of+MADA+transactions,2025-09-08T00:21:45.102Z,2025-09-08T00:21:45.102Z,,,,,2025-09-08T04:18:59.838Z,,2025-09-08T04:18:59.838Z,,,,,14234,2025-09-08T06:59:23.985Z,,public,1828.3,1474.9,80,273.2,08sep-p1-246-full-outage-of-mada-transactions,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09DXFYKF45,Reported by Vicnesh Baskar,false
247,Partial Outage of Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"On 11 September 2025 at 04:22 UTC, the support team was alerted to an increase in transaction declines with error 96 following the BL 2.31 release. Initial investigation showed that the new release introduced masking for data elements DE48_33_2 and DE48_33_3. Client's systems performs validation on these fields, and the unexpected masking caused validation failures, resulting in error 96 system declines. The Payroute component was rolled back across all relevant environments at 07:29 UTC, and transaction processing normalised after that time with no further issues observed. The issue was resolved by unmasking the impacted fields through rollback. Internal teams have been engaged for further RCA and preventive actions. Further updates will be provided in the RCA Report (RCAR).",Vicnesh Baskar,Vicnesh Baskar,Rahadian Pratama,,Rajesh Subramanian,Banking.Live,Constantinople,Rollback Payroute version,Some transactions are declining with the error code 96,Paymentology,https://teams.microsoft.com/l/meetup-join/19%3ameeting_OWI2MjlkZDktM2M4ZS00ZWZmLWJjNDUtNTA2NzQ0OTIzZjU2%40thread.v2/0?context=%7b%22Tid%22%3a%224f7797e2-a59f-4381-ad8e-b81223603c9d%22%2c%22Oid%22%3a%225bc8ffce-74fa-4e51-af76-275e9877517e%22%7d,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8984101119/2025-09-11+-+P1+-+Partial+Outage+of+Transaction+Processing,2025-09-11T07:15:56.831Z,2025-09-11T07:15:56.831Z,,,,,2025-09-11T07:59:07.278Z,,2025-09-11T07:59:07.278Z,,,,,2590,2025-09-11T09:50:14.308Z,,public,1036.2,915.8,110.4,10,11sep-p1-247-partial-outage-of-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09EK761R99,Reported by Vicnesh Baskar,false
248,Delayed Processing of VISA EP Files,Service Incident,Post-Incident Tasks & Documentation,P3 - Non-Critical,"The issue began at 23:31 UTC when several VISA EP reports were found missing. Investigation revealed that AWS APP-01’s D drive ran out of free space, causing incomplete VISA incoming files for CIB 420164 and preventing the generation of EP reports.

To resolve this, space was cleared on APP-01, the affected files were downloaded from S3, and manually reprocessed using the EP Processor application. All missing EP reports were successfully generated and delivered to clients, with individual communications sent via Zendesk tickets.

Following this, the related ITF files were reprocessed to generate the CTF settlement file (INCTF01.EPD.Orange.20250913.221501.CTF), which contained approximately 384,000 settlement records and completed processing at 09:24 UTC. The daily settlement report (DSR) task for VISA has been restarted to ensure downstream reconciliation reflects these corrected settlement records.

**Resolution:**

• EP reports have been restored and shared with all impacted clients.

• CTF settlement file processing is complete.

• DSR regeneration is underway to ensure full alignment.",Snothile Dlamini,Snothile Dlamini,,,Wilson Keneshiro,VoucherEngine,"Orange Botswana, GoTyme, Boya Kenya, Panelys, Paycard Guinea, Wave Senegal, Vodacom DRC, Wave Ivory Coast",,Potential downstream impact on reconciliation and reporting for the above clients.,Paymentology,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8992653374/2025-09-14+-+P3+-+Non-Critical+-+Delayed+Processing+of+VISA+EP+Files,2025-09-14T02:05:34.940Z,2025-09-14T02:05:34.940Z,,,,,2025-09-14T09:51:18.686Z,,2025-09-14T02:23:01.351Z,2025-09-14T09:51:18.686Z,,,2025-09-14T09:51:18.686Z,27943,2026-02-02T16:57:14.052Z,,public,480.8,405.6,14.3,60.9,14sep-p3-non-critical-248-delayed-processing-of-visa-ep-files,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09EPLVLE3Z,Reported by Snothile Dlamini,false
249,Full Outage of MADA transations,Service Incident,Post-Incident Tasks & Documentation,P1,"The incident began at 16:28 UTC on 14 September 2025, affecting Derayah MADA PayRoute transactions with a full outage. At first, only switch01 experienced issues, and traffic was successfully routed through switch02 without any impact for clients. Later, both switch01 and switch02 disconnected, which caused a temporary outage of MADA transactions. Application Support restarted both switches, and by 19:38 UTC, transaction processing was confirmed to be back to normal on both. Visa transactions on PayControl were not affected at any point. We are continuing to monitor the situation closely, and validating logs.",Snothile Dlamini,Snothile Dlamini,William Perez,,Kevin Valle,Banking.Live,D360,,Mada outage,Paymentology,,,,,,,,,D360,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8992653339/2025-09-14+-+P1+-+Full+Outage+of+MADA+transations,2025-09-14T17:13:59.473Z,2025-09-14T17:13:59.473Z,,,,,2025-09-14T17:56:44.843Z,,2025-09-14T17:56:44.843Z,,,,,2565,2025-09-14T17:57:19.703Z,,public,782.5,584.5,171.6,26.3,14sep-p1-249-full-outage-of-mada-transations,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09F5DG63K4,Reported by Snothile Dlamini,false
250,Full Outage of MC Transaction Processing,Service Incident,Post-Incident Tasks & Documentation,P1,"**Issue**: Full outage of Mastercard transaction processing for Tweeq began at 16:06 UTC.

**Impact**: Tweeq customers could not process any Mastercard transactions from 16:06 UTC until service was restored.

**Causes**: TBD

**Steps to resolve**: We restarted PayRoute and PayPower servers. After the restarts, traffic resumed, and connections with Mastercard were restored.",Daniel Velado,Daniel Velado,,,,Banking.Live,Tweeq,,,Paymentology,https://teams.microsoft.com/meet/3323359745219?p=gibEQLhmdJumoxODlC,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8998551589/2025-09-16+-+P1+-+Full+Outage+of+MC+Transaction+Processing,2025-09-16T18:13:20.316Z,2025-09-16T18:13:20.316Z,,,,,2025-09-16T18:35:44.537Z,2925-09-16T22:06:00.000Z,2025-09-16T18:35:44.537Z,,,,,1344,2026-02-02T16:57:43.898Z,,public,525.2,495.2,20,10,16sep-p1-250-full-outage-of-mc-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09FYF8RSCR,Reported by Daniel Velado,false
251,Full Outage of MC Transaction Processing,Service Incident,Root Cause Analysis and Corrective Actions,P1,"**Issue**: Full outage of Mastercard transaction processing for Xendit.

**Impact**: Xendit experienced a full outage of Mastercard transaction processing from 15:40 to 22:16 UTC. No impact was confirmed for other clients.

**Causes**: Unknown

**Steps to resolve**: We manually restarted PayPower application, but we did not see any change. The Advanced Support team proceeded to restart PayRoute 2bu, which restored transaction processing for Xendit. PayRoute 2bv was restarted as a preventive measure.",Daniel Velado,Daniel Velado,,,,Banking.Live,Xendit,,,Paymentology,https://teams.microsoft.com/meet/3693464556298?p=bRlh7oIGnjjkJy0BFm,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/8998748174/2025-09-16+-+P1+-+Full+Outage+of+MC+Transaction+Processing+1,2025-09-16T22:19:29.504Z,2025-09-16T22:19:29.504Z,,,,,2025-09-16T22:44:45.821Z,,2025-09-16T22:44:45.821Z,,2025-09-17T00:37:04.741Z,,,1516,2026-02-02T16:58:16.998Z,,public,468.7,389.3,59.4,20,16sep-p1-251-full-outage-of-mc-transaction-processing,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09FHCCAQVB,Reported by Daniel Velado,false
252,Jetco - Partial Transaction Processing Outage,Service Incident,Post-Incident Tasks & Documentation,P1,"At 11:04 UTC, all four VPN tunnels between Paymentology and Jetco went down simultaneously, causing MOX JETCO transactions to stop processing. Other clients and Mastercard connections were unaffected. Initial restart of the Payroute service did not restore traffic. Manual intervention was required from Jetco to re-establish connectivity via a key exchange. 

No monitoring alerts were triggered during the outage; thresholds are being reviewed by the Monitoring team. Follow-up with Jetco is in progress to confirm root cause and prevent recurrence.",Snothile Dlamini,Snothile Dlamini,,,,Banking.Live,MOX,,,Third-Party - Client,,,,,,,,,,,https://paymentology.atlassian.net/wiki/spaces/TS/pages/9005302047/2025-09-19+-+P1+-+Jetco+-+Partial+Transaction+Processing+Outage,2025-09-19T11:50:05.301Z,2025-09-19T11:50:05.301Z,,,,,2025-09-19T12:20:45.170Z,,2025-09-19T11:58:49.204Z,,,,,1839,2025-09-19T12:21:12.681Z,,public,827.1,639.3,126.1,61.8,19sep-p1-252-jetco-partial-transaction-processing-outage,https://slack.com/app_redirect?team=T03SMJWS8&channel=C09G1RT4M1B,Reported by Snothile Dlamini,false
